,id,name,cuisines,average_cost_for_two,price_range,extamblishment_type,timings,locality,locality_verbose,address,latitude,longitude,aggregate_rating,votes
93,18216864,Rasoi - The Family Restaurant,"North Indian, Mughlai, Chinese",700,2,Casual Dining,"11:30 AM to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)",Chembur,"Chembur, Mumbai","Shop No. 21, Sector Market, BARC Colony, Anushakti Nagar, Chembur, Mumbai",72.9199080000,19.0387640000,3.7,99
94,35323,Smokin' Joe's,"Pizza, Fast Food",500,2,Casual Dining,11 AM to 11 PM (Mon-Sun),Borivali West,"Borivali West, Mumbai","10, RS Apartment, IC Colony, Borivali West, Mumbai",72.8481098637,19.2454758854,3.4,370
95,34569,Namaskar,"Chinese, North Indian, Malwani",900,2,Casual Dining,"11:30 AM to 4 PM, 7 PM to 12:30 AM",Borivali East,"Borivali East, Mumbai","Shop 6, Adinath Tower B, Near Nancy Colony, Borivali East, Mumbai",72.8644938022,19.2392598867,3.7,403
96,38101,Nischita Nxt,"North Indian, Chinese, Biryani",450,1,Casual Dining,"12 Noon to 3 PM, 7 PM to 12 Midnight (Mon-Sun)",Borivali West,"Borivali West, Mumbai","Opposite Jasmine Apartment, Holy Cross Road Extension, IC Colony, Borivali West, Mumbai",72.8500765935,19.2532989662,3.8,637
97,18630658,Little West Pizza,Pizza,600,2,Casual Dining,12noon – 12midnight (Mon-Sun),Borivali West,"Borivali West, Mumbai","Shop 3, Bhavdevi Compound, Opposite Veda Building, Holy Cross Road, I.C. Colony, Borivali West, Mumbai",72.8489638120,19.2545027031,4.3,485
98,49248,Udipi Bhuvan,"South Indian, North Indian, Chinese, Biryani",550,2,Quick Bites,7 AM to 11 PM,Bandra East,"Bandra East, Mumbai","B/30, 2 Government Housing Colony, Kherwadi, Bandra East, Mumbai",72.8480461612,19.0631477770,3.6,64
99,18467916,Siddhivinayak Tiffin,North Indian,300,1,Quick Bites,9 AM to 11 PM,Bandra East,"Bandra East, Mumbai","Besides Shivsena Shakha, Government Colony, Bandra East, Mumbai",72.8492826596,19.0616019837,3.1,41
100,18664757,Cafe Meter On,"Cafe, Italian, Chinese",800,2,Café,"12noon – 3am (Mon, Wed, Thu, Fri, Sat, Sun), 4pm – 12midnight (Tue)",Borivali West,"Borivali West, Mumbai","Shop 3, Meghkamal Building, Subhjivan Circle, IC Colony, Opposite IDFC Bank, Borivali West, Mumbai",72.8490811586,19.2499421933,3.9,361
101,18968880,Passion Bakery N Chocos,Bakery,300,1,Bakery,10 AM to 10 PM,Chembur,"Chembur, Mumbai","Shop 3, Plot 116, Collector Colony, Mahul Road, East, Chembur, Mumbai",72.8921802342,19.0433917209,0,1
102,44893,Sanjay  Restaurant,"North Indian, Mughlai",450,1,Casual Dining,1 PM to 12 Midnight (Mon-Sun),Chembur,"Chembur, Mumbai","C G Road, Chembur Colony, Chembur, Mumbai",72.8942435235,19.0455284293,3.5,53
103,41657,Celejor,"Bakery, Desserts",300,1,Bakery,10 AM to 11 PM,Mumbai Central,"Mumbai Central, Mumbai","6, Classic Tower, Opposite Agripada, Mumbai Central, Mumbai",72.8235371411,18.9757387491,3.8,111
104,35418,Cafe Coffee Day,"Beverages, Cafe, Sandwich, Fast Food, Desserts",600,2,Café,9 AM to 12 Midnight,Mumbai CST Area,"Mumbai CST Area, Mumbai","Shop 1-5, Imperial Pharmacy, Agripada, Mumbai CST Area, Mumbai",72.8239720000,18.9770890000,3.1,27
105,16698067,One More Bite,"Bakery, Desserts",200,1,Bakery,10 AM to 10 PM (Mon-Sun),Byculla,"Byculla, Mumbai","A-901, Baag-E-Rehmat, Agripada, Meghraj Sethi Marg, Byculla, Mumbai",72.8402714431,18.9682319622,3.9,92
106,17832400,Food Box,"Fast Food, Pizza",300,1,Quick Bites,12 Noon to 1 AM,Mumbai Central,"Mumbai Central, Mumbai","Shop 4353, Near MTNL Office, Opposite Kinjal Residency, Agripada, Mumbai Central, Mumbai",72.8245422989,18.9734727345,3.1,73
107,49934,The Parfait Co.,Desserts,400,1,Dessert Parlour,12 Noon to 11 PM,Mumbai Central,"Mumbai Central, Mumbai","204, 2nd Floor, Topaz CHS, Opposite Wockhardt Hospital, Dr. Anandrao Nair Road, Agripada, Mumbai Central, Mumbai",72.8236903623,18.9754204246,4.0,135
108,32433,New Udipi Niketan,"North Indian, Chinese, Fast Food, South Indian",450,1,Casual Dining,7 AM to 11 PM,Mumbai Central,"Mumbai Central, Mumbai","Dr A Nair Road, Agripada, Mumbai Central, Mumbai",72.8235626221,18.9755193462,3.6,67
109,18603076,The Cake House,"Bakery, Desserts",300,1,Bakery,10 AM to 12 Midnight,Byculla,"Byculla, Mumbai","Shop 2, Unique Plaza A, Hains Road, Municipal Colony, Agripada, Byculla, Mumbai",72.8306248784,18.9761052654,3.5,38
110,18216888,The Big Spread,"Mughlai, Biryani, Afghan",1000,3,,10 AM to 9 PM (Mon-Sun),Mumbai Central,"Mumbai Central, Mumbai","Shop 5, Ground Floor, Yasmin Tower, Ghas Gali, Agripada, Mumbai Central, Mumbai",72.8228622302,18.9766486973,3.5,23
111,18577271,Cafe Coffee Day,"Beverages, Cafe, Sandwich, Fast Food, Desserts",600,2,Café,10 AM to 11 PM,Byculla,"Byculla, Mumbai","Shop 1-5, Imperial Pharmacy, Agripada, Byculla, Mumbai",72.8385055438,18.9609788218,2.6,12
112,19042558,Momoholic,"Momos, Fast Food",100,1,Quick Bites,4 PM to 3 AM,Mumbai Central,"Mumbai Central, Mumbai","5A, Plot 69/78C, Ground Floor, Ahle Hadees Masjid, Maulana Azad Road, Mominpura, Agripada, Mumbai Central, Mumbai",72.8274266794,18.9759800285,3.5,22
113,18950909,Dum O Biryania,"Biryani, Kebab, Fast Food",600,2,Quick Bites,"12:30pm – 4pm, 7pm – 12midnight (Mon-Sun)",Mumbai Central,"Mumbai Central, Mumbai","Shop 4, Ground Floor, Yamin Tower, Sahane Guruji Marg, Agripada, Mumbai Central, Mumbai",72.8229150000,18.9766920000,3.5,27
114,40579,Ram Krishna,"North Indian, Chinese, Fast Food, Beverages",600,2,Casual Dining,"11 AM to 4 PM, 7 PM to 11:30 PM",Mumbai Central,"Mumbai Central, Mumbai","10, Prabhat Building, Opposite Agripada Police Station, Agripada, Mumbai Central, Mumbai",72.8241195157,18.9768906096,3.4,28
115,18645329,Hungry Now,Fast Food,200,1,Quick Bites,4 PM to 12:30 AM,Mumbai Central,"Mumbai Central, Mumbai","Shop B9, Topaz SRA CHS, B Wing, Dr Anand Rao Nair Road, Opposite Wokhard Hospital, Agripada, Mumbai Central, Mumbai",72.8234861791,18.9754511791,3.2,29
116,41711,Kalpana Restaurant & Bar,"North Indian, Chinese, Biryani",600,2,Casual Dining,"12 Noon to 3 PM, 6 PM to 12 Midnight",Mumbai Central,"Mumbai Central, Mumbai","12, 13, 14, 15B, Prabhat Sadan Chardorkar Marg, Opposite Police Station, Agripada, Mumbai Central, Mumbai",72.8256758675,18.9751902413,3.6,23
117,19042356,Fillings & More,Fast Food,300,1,,11 AM to 11 PM,Mumbai Central,"Mumbai Central, Mumbai","Shop 1, Ground Floor, Kinjal Residency, R.B. Chandorkar Marg, Near MTNL, Agripada, Mumbai Central, Mumbai",72.8257610276,18.9764131258,3.6,22
118,41710,Cafe Zam Zam,"Chinese, North Indian, South Indian",400,1,Quick Bites,6 AM to 12 Midnight,Mumbai Central,"Mumbai Central, Mumbai","Shop 13, Dr. A Nair Road, Agripada, Mumbai Central, Mumbai",72.8235244006,18.9754632272,3.2,19
119,18876927,Think Juice,"Juices, Desserts",200,1,Beverage Shop,11:30 AM to 12:30 AM,Mumbai Central,"Mumbai Central, Mumbai","Morland Road, Near Toheed Jewellers, Agripada, Mumbai, Central Mumbai",72.8259685636,18.9748709646,3.0,9
120,19200237,FFC (Fast Food Castle),"Fast Food, Italian, Lebanese, Continental, Beverages",250,1,Quick Bites,9 AM to 12:30 AM,Mumbai Central,"Mumbai Central, Mumbai","11-100/C, Ground Floor, Rangwala Building, Morland Road, Agripada, Mumbai Central, Mumbai",72.8266680000,18.9747700000,3.2,8
121,19085812,The Roll Mafia,"Rolls, Chinese, North Indian",400,1,,2 PM to 4 AM,Byculla,"Byculla, Mumbai","Shop 12, Ground Floor, Yasmin Tower, Sane Guruji Marg, Jacob Circle Agripada, Byculla, Mumbai",72.8229128569,18.9766331617,0,3
122,18017728,Neo Rush,"North Indian, Chinese",400,1,,"11 AM to 4 PM, 7 PM to 12 Midnight",Mumbai Central,"Mumbai Central, Mumbai","10, Prabhat Building, Opposite Agripada Railway Station, Agripada, Mumbai Central, Mumbai",72.8241171688,18.9768969506,3.1,7
123,45838,Pastelitos,"Desserts, Bakery",450,1,Dessert Parlour,10 AM to 6 PM (Mon-Sun),Byculla,"Byculla, Mumbai","33 Jasmine Villa, 1st Floor, Club Back Road, Agripada, Byculla, Mumbai",72.8277358040,18.9726024016,3.1,10
124,19080590,Peace Cafee,"North Indian, Fast Food, Chinese, Street Food",350,1,Quick Bites,8 AM to 9:30 PM,Mumbai Central,"Mumbai Central, Mumbai","13th Floor, Wockhardt Hospital, Doctor Anandrao Nair Marg, Beside Agripada Police Station, Agripada, Mumbai Central, Mumbai",72.8239790000,18.9753110000,3.2,6
125,19113017,Shabby's Fast Foods,"Fast Food, Lebanese",300,1,Quick Bites,12 Noon to 12 Midnight,Byculla,"Byculla, Mumbai","Unique Plaza A, Hains Road, Municipal Colony, Agripada, Byculla, Mumbai",72.8290450573,18.9766296741,2.8,4
126,18795182,My Waffle,Desserts,300,1,Dessert Parlour,11 AM to 8 PM,Mumbai Central,"Mumbai Central, Mumbai","Baby Garden, Meghraj Sethi Marg, Agripada, Mumbai Central, Mumbai",72.8243756667,18.9732285979,0,0
127,19186858,Fries 4 U,Fast Food,450,1,Quick Bites,2 PM to 3 AM,Mahalaxmi,"Mahalaxmi, Mumbai","Shop 7, KSA, Elaf Tower, Opposite Salvation Army, Maulana Azad Road, Agripada, Near Mahalaxmi, Mumbai",72.8276747838,18.9733760310,3.1,1
128,19159695,The Salad Jar,"Salad, Healthy Food",600,2,,10 AM to 11 PM,Mumbai Central,"Mumbai Central, Mumbai","Shop 5, Ground Floor, Yasmin Tower, Ghas Gali, Agripada, Mumbai Central, Mumbai",72.8228608891,18.9766547214,0,0
129,18758708,Kool Point Kulfi & Ice Cream,Ice Cream,100,1,Dessert Parlour,11 AM to 12:30 AM,Byculla,"Byculla, Mumbai","Shop 2, Unique Plaza A, Hains Road, Municipal Colony, Agripada, Byculla, Mumbai",72.8300847486,18.9765025352,0,1
130,19188299,Brijwasi,"Mithai, Street Food",200,1,Sweet Shop,6 AM to 9 PM,Mumbai Central,"Mumbai Central, Mumbai","Sant Gadge, Maharaj Chowk, Agripada, Mumbai Central, Mumbai",72.8269730508,18.9806657265,0,0
131,37874,Imperial China - Hilton Mumbai International Airport,Chinese,3500,4,Fine Dining,7 PM to 11:30 PM,"Hilton Mumbai International Airport, Chakala","Hilton Mumbai International Airport, Chakala, Mumbai","Hilton Mumbai International Airport, Sahar International Airport Road, Chakala, Mumbai",72.8705016151,19.1040686604,4.5,250
132,39168,The Brasserie - Hilton Mumbai International Airport,"North Indian, French, Italian, Continental",4500,4,Fine Dining,24 Hours,"Hilton Mumbai International Airport, Chakala","Hilton Mumbai International Airport, Chakala, Mumbai","Hilton Mumbai International Airport, Sahar International Airport Road, Chakala, Mumbai",72.8704754636,19.1041421606,4.1,253
133,18267742,New Airport Restaurant,"North Indian, Mughlai",600,2,Casual Dining,9:30 AM to 1:30 AM,Marol,"Marol, Mumbai","Noori Baugh, Opposite Star Chemical, Below Airport Metro Station, Andheri Kurla Road, Marol Naka, Marol, Mumbai",72.8755059466,19.1097233237,3.9,401
134,36890,Lounge Bar - Hilton Mumbai International Airport,Finger Food,3000,4,Fine Dining,11 AM to 12 Midnight (Mon-Sun),"Hilton Mumbai International Airport, Chakala","Hilton Mumbai International Airport, Chakala, Mumbai","Hilton Mumbai International Airport, Sahar International Airport Road, Chakala, Mumbai",72.8704707697,19.1044488332,3.6,31
135,18608464,The Brasserie Grill - Hilton Mumbai International Airport,European,1200,3,Casual Dining,1 PM to 11 PM,"Hilton Mumbai International Airport, Chakala","Hilton Mumbai International Airport, Chakala, Mumbai","Hilton Mumbai International Airport, Sahar International Airport Road, Chakala, Mumbai",72.8704771400,19.1041573675,3.6,15
136,40427,Cafe Madras,South Indian,250,1,Quick Bites,"7 AM to 2:30 PM, 4 PM to 10:30 PM (Tue-Sun), Mon Closed",Matunga East,"Matunga East, Mumbai","38 B, Circle House, King's Circle Near Maheshwari Udyan, Matunga East, Mumbai",72.8550034761,19.0275905711,4.3,5000
137,18392710,Rodeo Drive - Peninsula Redpine,"American, Mexican, Italian, Asian",2000,4,Bar,"6 PM to 1:30 AM (Mon-Wed, Sun), 6 PM to 3:30 AM (Thu-Sat)","Peninsula Redpine, Marol","Peninsula Redpine, Marol, Mumbai","Peninsula Redpine, Andheri East, Near Airport Road Metro Station, Marol, Mumbai",72.8759578988,19.1096501428,4.5,1398
138,18813123,Jumjoji - The Parsi Diner,Parsi,2100,4,Casual Dining,"11am – 3:30pm, 6:30pm – 12midnight (Mon-Sun)","The Orb, Marol","The Orb, Marol, Mumbai","The Orb, 1st Floor, Unit 11 A & B, IA Project Road, Navpada, Chhatrapati Shivaji International Airport, Marol, Mumbai",72.8781455755,19.1020039901,4.9,351
139,18392712,The Stables - Peninsula Redpine,"American, Italian, Mexican, Continental",1900,3,Bar,10:30 AM to 1:30 AM,"Peninsula Redpine, Marol","Peninsula Redpine, Marol, Mumbai","Peninsula Redpine, Near Airport Road Metro Station, Andheri East, Marol, Mumbai",72.8759562224,19.1096495092,4.3,1508
140,19122846,Dragonfly Experience,"Asian, European",2000,4,Bar,"7 PM to 1:30 AM (Tue-Sun), Mon Closed","The Orb, Marol","The Orb, Marol, Mumbai","The Orb, IA Project Road, Chhatrapati Shivaji International Airport, Marol, Mumbai",72.8782140000,19.1028720000,4.9,216
141,18205932,The Cult - Peninsula Grand Hotel,"Continental, North Indian, Chinese",2100,4,Bar,"4:30 PM to 1:30 AM (Tue-Sun), Mon Closed","The Peninsula Grand Hotel, Sakinaka","The Peninsula Grand Hotel, Sakinaka, Mumbai","Hotel Peninsula Grand, Rooftop, Opposite Sakinaka Metro Station, Andheri Airport Road, Sakinaka, Mumbai",72.8884181008,19.1029116625,4.6,3354
142,37243,Boulevard - The Orchid,"North Indian, Seafood, American",2600,4,Casual Dining,24 Hours (Mon-Sun),"The Orchid, Vile Parle East","The Orchid, Vile Parle East, Mumbai","The Orchid, 70 C, Nehru Road, Vile Parle East, Mumbai",72.8544227779,19.0974782263,4.7,1802
143,19008239,HAS South Bombay,South Indian,500,2,Casual Dining,11 AM to 11 PM,"The Orb, Marol","The Orb, Marol, Mumbai","5A, 5, Ground Floor, Retail Arcarde, New C.S.T 1483 D, Marol, Mumbai",72.8781000000,19.1029000000,4.4,515
144,38487,The Earth Plate - Sahara Star,"Italian, French, Mediterranean, Mexican",3700,4,Fine Dining,24 Hours (Mon-Sun),"Sahara Star, Vile Parle East","Sahara Star, Vile Parle East, Mumbai","Hotel Sahara Star, Opposite Domestic Airport, Vile Parle East, Mumbai",72.8541565686,19.0948029459,4.3,754
145,18909233,Barrel Mansion,Asian,3500,4,Bar,"Closed (Mon),12midnight – 1:30am, 7pm – 12midnight (Tue-Sun)","Sahara Star, Vile Parle East","Sahara Star, Vile Parle East, Mumbai","Ground Floor, Sahara Star Hotel, Western Express Highway, Near Domestic Airport, Vile Parle East, Mumbai",72.8540154174,19.0949787858,4.5,409
146,37241,South of Vindhyas - The Orchid,"Andhra, Kerala, South Indian, Chettinad",2500,4,Fine Dining,"12noon – 3pm, 7pm – 12midnight (Mon-Sun)","The Orchid, Vile Parle East","The Orchid, Vile Parle East, Mumbai","The Orchid Hotel, 70C, Nehru Road, Vile Parle East, Mumbai",72.8544113785,19.0974522468,4.5,901
147,18270974,Rivea - Taj Santacruz,"Mediterranean, Italian",3000,4,Fine Dining,"12:30 PM to 2:45 PM, 7 PM to 11:45 PM","Taj Santacruz, Santacruz East","Taj Santacruz, Santacruz East, Mumbai","Taj Santacruz, Chhatrapati Shivaji International Airport, Off Western Express Highway, Vile Parle East, Mumbai",72.8576176241,19.0818812142,4.2,530
148,18210383,The Beer Cafe,"Finger Food, Chinese, North Indian, Thai",1500,3,Bar,24 Hours,Chakala,"Chakala, Mumbai","MLCP P10, Landside, Departure Terminal 2, International Airport, Opposite Gate 1, Chakala, Mumbai",72.8750890000,19.0999000000,4.0,1003
149,18270982,Tiqri - Taj Santacruz,"Continental, North Indian",2200,4,Fine Dining,24 Hours (Mon-Sun),"Taj Santacruz, Santacruz East","Taj Santacruz, Santacruz East, Mumbai","Taj Santacruz, Chhatrapati Shivaji International Airport, Off Western Express Highway, Vile Parle East, Mumbai",72.8548271209,19.0815653110,4.0,478
150,18234208,Delhi Highway,"North Indian, Mughlai",1200,3,Casual Dining,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Thu), 8:30 AM to 11 PM (Fri), 8:30 AM to 6:30 PM, 7 PM to 11 PM (Sat-Sun)","Times Square, Marol","Times Square, Marol, Mumbai","A4, Ground Floor, B Wing, Times Square, Andheri East, Marol, Mumbai",72.8834037110,19.1076055008,4.6,3850
151,18784164,Mitron - Peninsula Grand Hotel,"Continental, North Indian, Burger, Finger Food",1500,3,Lounge,12 Noon to 3 AM,"The Peninsula Grand Hotel, Sakinaka","The Peninsula Grand Hotel, Sakinaka, Mumbai","Hotel Peninsula Grand, Opposite Sakinaka Metro Station, Andheri Airport Road, Sakinaka, Mumbai",72.8883611038,19.1026724684,4.6,1599
152,38491,Mostly Grills - The Orchid,"Continental, American, North Indian",3000,4,Fine Dining,4 PM to 12 Midnight,"The Orchid, Vile Parle East","The Orchid, Vile Parle East, Mumbai","The Orchid Hotel, 70C, Nehru Road, Vile Parle East, Mumbai",72.8544529527,19.0975263835,4.3,779
153,45611,Starbucks Coffee,"Cafe, Desserts",700,2,Café,5:30 AM to 1:30 AM,Vile Parle East,"Vile Parle East, Mumbai","Terminal 1B Arrivals, Chhatrapati Shivaji International Airport, Vile Parle East, Mumbai",72.8613753989,19.0780022484,4.0,293
154,18270978,China Inc - Taj Santacruz,Asian,3500,4,Fine Dining,"12:30 PM to 2:45 PM, 7 PM to 11:45 PM (Mon-Sun)","Taj Santacruz, Santacruz East","Taj Santacruz, Santacruz East, Mumbai","Taj Santacruz, Chhatrapati Shivaji International Airport, Off Western Express Highway, Vile Parle East, Mumbai",72.8566771746,19.0817373627,4.2,633
155,16557012,JW Café - JW Marriott Mumbai Sahar,"North Indian, Asian, Continental, Italian, Desserts",4000,4,Fine Dining,24 Hours,"JW Marriott Mumbai Sahar, Chakala","JW Marriott Mumbai Sahar, Chakala, Mumbai","JW Marriott Mumbai Sahar, IA Project Road, Chhatrapati Shivaji International Airport, Mumbai Sahar, Chakala, Mumbai",72.8744287044,19.1039279963,4.5,1876
156,19023001,The Cheaters,"American, Mexican, Continental",1800,3,Casual Dining,12noon – 12midnight (Mon-Sun),"The Orb, Marol","The Orb, Marol, Mumbai","The Orb, Ground Floor, Marol, Mumbai",72.8782190000,19.1019170000,4.7,159
157,19138977,Play - The Lounge,"Continental, Asian, North Indian",2300,4,Lounge,12noon – 12midnight (Mon-Sun),"The Orb, Marol","The Orb, Marol, Mumbai","Unit 14, 1st Floor, The Orb Chalet Hotel Limited, IA Project Road, Chhatrapati Shivaji International Airport, Marol, Mumbai",72.8780870000,19.1032780000,4.5,83
158,38488,Namak - Sahara Star,"Hyderabadi, North Indian",4050,4,Fine Dining,"12:30 PM to 3 PM, 7 PM to 12 Midnight","Sahara Star, Vile Parle East","Sahara Star, Vile Parle East, Mumbai","Hotel Sahara Star, Opposite Domestic Airport,  Vile Parle East, Mumbai",72.8542229533,19.0947468672,4.4,441
159,18175483,Toast - Bistro & Bar,"Continental, Italian, North Indian",2000,4,Casual Dining,7:30 AM to 1:30 AM,"T24 Residency, Marol","T24 Residency, Marol, Mumbai","T24 Residency, Off Marol Church Road, Side of Chandra Nivas, Marol, Mumbai",72.8746104240,19.1106993822,4.5,756
160,48323,Persian Darbar,"Biryani, North Indian, Chinese",1500,3,Casual Dining,10am – 3am (Mon-Sun),Marol,"Marol, Mumbai","Shop 101 & 102, Noori Baug, Andheri Kurla Road, Marol Naka, Marol, Mumbai",72.8758351877,19.1096891092,4.1,3281
161,38682,Spice It - IBIS,"Continental, Italian, North Indian, Chinese",1200,3,Fine Dining,24 Hours,Vile Parle East,"Vile Parle East, Mumbai","IBIS Mumbai Airport, Junction of Nehru Road & Western Express Highway, Near Domestic Airport, Vile Parle East, Mumbai",72.8535091504,19.0966047412,3.6,266
162,18210406,All Stir Fry,"Asian, Thai, Japanese, Chinese",2000,4,Casual Dining,"12 Noon to 3 PM, 7 PM to 12:30 AM","Waterstones Hotel, Marol","Waterstones Hotel, Marol, Mumbai","Waterstones Hotel, Off International Airport Approach Road, Sahar, Andheri East, Marol, Mumbai",72.8789609671,19.1081944389,4.1,596
163,18995602,Opa! Bar & Cafe - Peninsula Grand Hotel,"Mediterranean, Lebanese, Italian, Continental",3000,4,Bar,7pm – 3am (Mon-Sun),"The Peninsula Grand Hotel, Sakinaka","The Peninsula Grand Hotel, Sakinaka, Mumbai","Hotel Peninsula Grand, Rooftop, Opposite Sakinaka Metro Station, Andheri Airport Road, Sakinaka, Mumbai",72.8884331882,19.1029544323,4.8,434
164,39243,MoMo Cafe - Courtyard By Marriott,"North Indian, Italian, Asian, Desserts, Salad",3000,4,Fine Dining,24 Hours (Mon-Sun),"Courtyard by Marriott, Chakala","Courtyard by Marriott, Chakala, Mumbai","Courtyard By Marriott, Andheri Kurla Road, Near Mumbai International Airport, Andheri East, Chakala, Mumbai",72.8641803190,19.1139348117,4.0,881
165,17759330,Kitty Su - The Lalit Mumbai,Finger Food,3000,4,Club,"10:30 AM to 3 AM (Wed-Sat), Mon, Tue & Sun Closed","The Lalit Mumbai, Chakala","The Lalit Mumbai, Chakala, Mumbai","The Lalit Mumbai, Sahar Airport Road, Andheri East, Chakala, Mumbai",72.8742074221,19.1101085522,3.8,767
166,18635349,Persian Darbar,"Biryani, North Indian, Chinese",1500,3,Casual Dining,10am – 3am (Mon-Sun),Kurla,"Kurla, Mumbai","Goawala Building LBS Marg, Opposite Fauziya Nursing Home, Kurla, Mumbai",72.8803399578,19.0792788761,4.1,500
167,18595464,Chaayos,"Cafe, Fast Food, Desserts, Tea, Beverages",500,2,Café,24 Hours,Vile Parle East,"Vile Parle East, Mumbai","Chatrapati Shivaji Domestic Terminal, Arrival Pier, Vile Parle East, Mumbai",72.8557000000,19.0925000000,4.0,192
168,18168398,Aquafire Restaurant,"North Indian, Continental, Chinese, Italian",1400,3,Casual Dining,"12noon – 4pm, 6pm – 3am (Mon-Sun)",Vile Parle East,"Vile Parle East, Mumbai","005-010, E Square Building, Near Garware House, Subhash Road, Vile Parle East, Mumbai",72.8517010063,19.1073447707,4.3,1612
169,18704834,Gughan Supreme South Indian,"South Indian, Beverages",500,2,Casual Dining,"7 AM to 11 PM (Mon-Sat), 7 AM to 1 AM (Sun)",Marine Lines,"Marine Lines, Mumbai","91, Ground Floor, Shalimar Building, Ground Floor, Near Registrar of Companies, G Road, Marine Lines, Mumbai",72.8250040000,18.9434930000,4.7,1112
